"","V1"
"Q 19407",1
"Q 19408",4
"Q 19409",2
"Q 19410",4
"Q 19411",5
"Q 19412",4
"Q 19413",3
"Q 19414",3
"Q 19415",5
"Q 19416",5
"Q 19417",4
"Q 19418",2
"Q 19419",4
"Q 19420",2
"Q 19421",1
"Q 19422",1
"Q 19423",2
"Q 19424",2
"Q 19425",3
"Q 19426",3
"Q 19427",1
"Q 19428",3
"Q 19429",4
"Q 19430",1
"Q 19431",4
"Q 19432",2
"Q 19433",1
"Q 19434",5
"Q 19435",5
"Q 19436",4
"Q 19437",1
"Q 19438",1
"Q 19439",2
"Q 19440",1
"Q 19441",3
"Q 19442",3
"Q 19443",3
"Q 19444",5
"Q 19445",5
"Q 19446",2
"Q 19447",1
"Q 19448",5
"Q 19449",1
"Q 19450",2
"Q 19451",1
"Q 19452",1
"Q 19453",2
"Q 19454",3
"Q 19455",5
"Q 19456",3
"Q 19457",1
"Q 19458",2
"Q 19459",2
"Q 19460",5
"Q 19461",1
"Q 19462",4
"Q 19463",4
"Q 19464",1
"Q 19465",4
"Q 19466",4
"Q 19467",2
"Q 19468",2
"Q 19469",2
"Q 19470",3
"Q 19471",4
"Q 19472",4
"Q 19473",3
"Q 19474",5
"Q 19475",1
"Q 19476",2
"Q 19477",4
"Q 19478",5
"Q 19479",5
"Q 19480",5
"Q 19481",1
"Q 19482",5
"Q 19483",4
"Q 19484",3
"Q 19485",5
"Q 19486",5
"Q 19487",5
"Q 19488",1
"Q 19489",2
"Q 19490",2
"Q 19491",1
"Q 19492",5
"Q 19493",1
"Q 19494",3
"Q 19495",1
"Q 19496",3
"Q 19497",5
"Q 19498",3
"Q 19499",2
"Q 19500",4
"Q 19501",4
"Q 19502",3
"Q 19503",3
"Q 19504",5
"Q 19505",5
"Q 19506",4
"Q 19507",4
"Q 19508",4
"Q 19509",2
"Q 19510",2
"Q 19511",1
"Q 19512",2
"Q 19513",5
"Q 19514",2
"Q 19515",2
"Q 19516",3
"Q 19517",4
"Q 19518",1
"Q 19519",3
"Q 19520",3
"Q 19521",4
"Q 19522",4
"Q 19523",2
"Q 19524",4
"Q 19525",5
"Q 19526",4
"Q 19527",4
"Q 19528",4
"Q 19529",2
"Q 19530",5
"Q 19531",3
"Q 19532",5
"Q 19533",3
"Q 19534",3
"Q 19535",5
"Q 19536",4
"Q 19537",5
"Q 19538",2
"Q 19539",5
"Q 19540",2
"Q 19541",1
"Q 19542",1
"Q 19543",2
"Q 19544",5
"Q 19545",3
"Q 19546",3
"Q 19547",3
"Q 19548",5
"Q 19549",4
"Q 19550",3
"Q 19551",3
"Q 19552",3
"Q 19553",5
"Q 19554",4
"Q 19555",4
"Q 19556",4
"Q 19557",4
"Q 19558",2
"Q 19559",4
"Q 19560",1
"Q 19561",3
"Q 19562",3
"Q 19563",1
"Q 19564",4
"Q 19565",5
"Q 19566",1
"Q 19567",3
"Q 19568",5
"Q 19569",3
"Q 19570",5
"Q 19571",2
"Q 19572",3
"Q 19573",2
"Q 19574",1
"Q 19575",4
"Q 19576",5
"Q 19577",3
"Q 19578",3
"Q 19579",1
"Q 19580",5
"Q 19581",4
"Q 19582",4
"Q 19583",2
"Q 19584",2
"Q 19585",2
"Q 19586",3
"Q 19587",1
"Q 19588",2
"Q 19589",5
"Q 19590",3
"Q 19591",5
"Q 19592",5
"Q 19593",4
"Q 19594",3
"Q 19595",1
"Q 19596",2
"Q 19597",5
"Q 19598",4
"Q 19599",1
"Q 19600",3
"Q 19601",4
"Q 19602",3
"Q 19603",1
"Q 19604",5
"Q 19605",5
"Q 19606",4
"Q 19607",1
"Q 19608",4
"Q 19609",3
"Q 19610",3
"Q 19611",4
"Q 19612",3
"Q 19613",1
"Q 19614",4
"Q 19615",5
"Q 19616",1
"Q 19617",3
"Q 19618",2
"Q 19619",4
"Q 19620",2
"Q 19621",5
"Q 19622",5
"Q 19623",1
"Q 19624",4
"Q 19625",5
"Q 19626",1
"Q 19627",5
"Q 19628",2
"Q 19629",4
"Q 19630",1
"Q 19631",1
"Q 19632",4
"Q 19633",4
"Q 19634",5
"Q 19635",2
"Q 19636",2
"Q 19637",3
"Q 19638",1
"Q 19639",5
"Q 19640",5
"Q 19641",5
"Q 19642",1
"Q 19643",2
"Q 19644",5
"Q 19645",5
"Q 19646",2
"Q 19647",2
"Q 19648",5
"Q 19649",3
"Q 19650",5
"Q 19651",3
"Q 19652",2
"Q 19653",2
"Q 19654",5
"Q 19655",4
"Q 19656",4
"Q 19657",2
"Q 19658",3
"Q 19659",4
"Q 19660",5
"Q 19661",4
"Q 19662",1
"Q 19663",3
"Q 19664",5
"Q 19665",2
"Q 19666",4
"Q 19667",5
"Q 19668",5
"Q 19669",1
"Q 19670",3
"Q 19671",5
"Q 19672",1
"Q 19673",4
"Q 19674",2
"Q 19675",4
"Q 19676",4
"Q 19677",2
"Q 19678",4
"Q 19679",1
"Q 19680",4
"Q 19681",1
"Q 19682",1
"Q 19683",4
"Q 19684",2
"Q 19685",4
"Q 19686",1
"Q 19687",5
"Q 19688",3
"Q 19689",1
"Q 19690",5
"Q 19691",5
"Q 19692",1
"Q 19693",3
"Q 19694",1
"Q 19695",1
"Q 19696",1
"Q 19697",5
"Q 19698",4
"Q 19699",4
"Q 19700",4
"Q 19701",5
"Q 19702",5
"Q 19703",4
"Q 19704",4
"Q 19705",3
"Q 19706",4
"Q 19707",1
"Q 19708",5
"Q 19709",5
"Q 19710",4
"Q 19711",5
"Q 19712",3
"Q 19713",1
"Q 19714",5
"Q 19715",1
"Q 19716",5
"Q 19717",4
"Q 19718",2
"Q 19719",3
"Q 19720",2
"Q 19721",4
"Q 19722",1
"Q 19723",3
"Q 19724",5
"Q 19725",1
"Q 19726",3
"Q 19727",2
"Q 19728",5
"Q 19729",2
"Q 19730",3
"Q 19731",1
"Q 19732",1
"Q 19733",1
"Q 19734",5
"Q 19735",3
"Q 19736",1
"Q 19737",2
"Q 19738",1
"Q 19739",1
"Q 19740",3
"Q 19741",1
"Q 19742",3
"Q 19743",3
"Q 19744",5
"Q 19745",4
"Q 19746",4
"Q 19747",5
"Q 19748",2
"Q 19749",5
"Q 19750",4
"Q 19751",4
"Q 19752",1
"Q 19753",4
"Q 19754",2
"Q 19755",1
"Q 19756",2
"Q 19757",2
"Q 19758",4
"Q 19759",1
"Q 19760",1
"Q 19761",2
"Q 19762",4
"Q 19763",2
"Q 19764",2
"Q 19765",3
"Q 19766",2
"Q 19767",5
"Q 19768",2
"Q 19769",2
"Q 19770",3
"Q 19771",2
"Q 19772",3
"Q 19773",1
"Q 19774",2
"Q 19775",3
"Q 19776",2
"Q 19777",2
"Q 19778",1
"Q 19779",5
"Q 19780",4
"Q 19781",5
"Q 19782",1
"Q 19783",2
"Q 19784",2
"Q 19785",5
"Q 19786",2
"Q 19787",1
"Q 19788",2
"Q 19789",5
"Q 19790",4
"Q 19791",1
"Q 19792",1
"Q 19793",3
"Q 19794",2
"Q 19795",3
"Q 19796",4
"Q 19797",4
"Q 19798",2
"Q 19799",1
"Q 19800",3
"Q 19801",1
"Q 19802",2
"Q 19803",5
"Q 19804",4
"Q 19805",4
"Q 19806",2
"Q 19807",1
"Q 19808",1
"Q 19809",1
"Q 19810",1
"Q 19811",2
"Q 19812",4
"Q 19813",5
"Q 19814",5
"Q 19815",4
"Q 19816",3
"Q 19817",3
"Q 19818",5
"Q 19819",2
"Q 19820",1
"Q 19821",3
"Q 19822",3
"Q 19823",2
"Q 19824",5
"Q 19825",4
"Q 19826",2
"Q 19827",2
"Q 19828",1
"Q 19829",3
"Q 19830",3
"Q 19831",2
"Q 19832",2
"Q 19833",5
"Q 19834",3
"Q 19835",4
"Q 19836",2
"Q 19837",1
"Q 19838",3
"Q 19839",2
"Q 19840",2
"Q 19841",1
"Q 19842",3
"Q 19843",4
"Q 19844",3
"Q 19845",1
"Q 19846",2
"Q 19847",5
"Q 19848",1
"Q 19849",5
"Q 19850",1
"Q 19851",2
"Q 19852",5
"Q 19853",1
"Q 19854",1
"Q 19855",5
"Q 19856",2
"Q 19857",3
"Q 19858",4
"Q 19859",5
"Q 19860",5
"Q 19861",3
"Q 19862",1
"Q 19863",4
"Q 19864",2
"Q 19865",3
"Q 19866",4
"Q 19867",2
"Q 19868",3
"Q 19869",2
"Q 19870",5
"Q 19871",2
"Q 19872",4
"Q 19873",4
"Q 19874",2
"Q 19875",3
"Q 19876",3
"Q 19877",5
"Q 19878",1
"Q 19879",4
"Q 19880",4
"Q 19881",1
"Q 19882",3
"Q 19883",4
"Q 19884",4
"Q 19885",4
"Q 19886",3
"Q 19887",4
"Q 19888",5
"Q 19889",2
"Q 19890",2
"Q 19891",1
"Q 19892",2
"Q 19893",2
"Q 19894",2
"Q 19895",2
"Q 19896",3
"Q 19897",3
"Q 19898",1
"Q 19899",3
"Q 19900",5
"Q 19901",4
"Q 19902",3
"Q 19903",2
"Q 19904",2
"Q 19905",1
"Q 19906",4
"Q 19907",4
"Q 19908",1
"Q 19909",5
"Q 19910",5
"Q 19911",5
"Q 19912",4
"Q 19913",4
"Q 19914",3
"Q 19915",2
"Q 19916",1
"Q 19917",4
"Q 19918",4
"Q 19919",4
"Q 19920",5
"Q 19921",3
"Q 19922",4
"Q 19923",1
"Q 19924",2
"Q 19925",2
"Q 19926",2
"Q 19927",2
"Q 19928",1
"Q 19929",2
"Q 19930",2
"Q 19931",3
"Q 19932",1
"Q 19933",2
"Q 19934",1
"Q 19935",4
"Q 19936",4
"Q 19937",1
"Q 19938",3
"Q 19939",4
"Q 19940",3
"Q 19941",4
"Q 19942",1
"Q 19943",4
"Q 19944",1
"Q 19945",2
"Q 19946",2
"Q 19947",2
"Q 19948",1
"Q 19949",4
"Q 19950",4
"Q 19951",3
"Q 19952",1
"Q 19953",4
"Q 19954",3
"Q 19955",2
"Q 19956",2
"Q 19957",4
"Q 19958",2
"Q 19959",5
"Q 19960",2
"Q 19961",2
"Q 19962",3
"Q 19963",4
"Q 19964",4
"Q 19965",5
"Q 19966",4
"Q 19967",1
"Q 19968",1
"Q 19969",3
"Q 19970",2
"Q 19971",2
"Q 19972",2
"Q 19973",4
"Q 19974",2
"Q 19975",4
"Q 19976",3
"Q 19977",3
"Q 19978",4
"Q 19979",5
"Q 19980",2
"Q 19981",2
"Q 19982",3
"Q 19983",2
"Q 19984",4
"Q 19985",3
"Q 19986",2
"Q 19987",3
"Q 19988",2
"Q 19989",2
"Q 19990",3
"Q 19991",5
"Q 19992",3
"Q 19993",3
"Q 19994",3
"Q 19995",4
"Q 19996",1
"Q 19997",3
"Q 19998",3
"Q 19999",4
"Q 20000",4
"Q 20001",1
"Q 20002",3
"Q 20003",2
"Q 20004",2
"Q 20005",4
"Q 20006",1
"Q 20007",3
"Q 20008",1
"Q 20009",5
"Q 20010",2
"Q 20011",5
"Q 20012",4
"Q 20013",1
"Q 20014",2
"Q 20015",4
"Q 20016",2
"Q 20017",4
"Q 20018",3
"Q 20019",5
"Q 20020",1
"Q 20021",5
"Q 20022",5
"Q 20023",3
"Q 20024",5
"Q 20025",2
"Q 20026",1
"Q 20027",2
"Q 20028",1
"Q 20029",1
"Q 20030",2
"Q 20031",4
"Q 20032",3
"Q 20033",5
"Q 20034",5
"Q 20035",4
"Q 20036",5
"Q 20037",2
"Q 20038",5
"Q 20039",5
"Q 20040",1
"Q 20041",4
"Q 20042",1
"Q 20043",2
"Q 20044",5
"Q 20045",4
"Q 20046",1
"Q 20047",3
"Q 20048",2
"Q 20049",4
"Q 20050",5
"Q 20051",1
"Q 20052",2
"Q 20053",5
"Q 20054",4
"Q 20055",4
"Q 20056",5
"Q 20057",5
"Q 20058",4
"Q 20059",3
"Q 20060",4
"Q 20061",1
"Q 20062",1
"Q 20063",2
"Q 20064",2
"Q 20065",1
"Q 20066",5
"Q 20067",1
"Q 20068",5
"Q 20069",1
"Q 20070",5
"Q 20071",5
"Q 20072",5
"Q 20073",3
"Q 20074",3
"Q 20075",2
"Q 20076",1
"Q 20077",4
"Q 20078",3
"Q 20079",5
"Q 20080",1
"Q 20081",2
"Q 20082",5
"Q 20083",5
"Q 20084",2
"Q 20085",5
"Q 20086",2
"Q 20087",1
"Q 20088",2
"Q 20089",3
"Q 20090",2
"Q 20091",3
"Q 20092",3
"Q 20093",2
"Q 20094",2
"Q 20095",2
"Q 20096",1
"Q 20097",4
"Q 20098",2
"Q 20099",3
"Q 20100",3
"Q 20101",3
"Q 20102",1
"Q 20103",3
"Q 20104",1
"Q 20105",2
"Q 20106",3
"Q 20107",5
"Q 20108",5
"Q 20109",2
"Q 20110",1
"Q 20111",5
"Q 20112",5
"Q 20113",2
"Q 20114",2
"Q 20115",5
"Q 20116",4
"Q 20117",4
"Q 20118",5
"Q 20119",5
"Q 20120",1
"Q 20121",4
"Q 20122",3
"Q 20123",5
"Q 20124",1
"Q 20125",1
"Q 20126",2
"Q 20127",3
"Q 20128",4
"Q 20129",1
"Q 20130",3
"Q 20131",4
"Q 20132",4
"Q 20133",2
"Q 20134",4
"Q 20135",2
"Q 20136",5
"Q 20137",4
"Q 20138",4
"Q 20139",3
"Q 20140",3
"Q 20141",1
"Q 20142",2
"Q 20143",2
"Q 20144",2
"Q 20145",5
"Q 20146",2
"Q 20147",5
"Q 20148",3
"Q 20149",2
"Q 20150",4
"Q 20151",4
"Q 20152",1
"Q 20153",5
"Q 20154",2
"Q 20155",1
"Q 20156",4
"Q 20157",4
"Q 20158",5
"Q 20159",5
"Q 20160",5
"Q 20161",2
"Q 20162",4
"Q 20163",3
"Q 20164",5
"Q 20165",2
"Q 20166",4
"Q 20167",2
"Q 20168",4
"Q 20169",2
"Q 20170",1
"Q 20171",5
"Q 20172",5
"Q 20173",1
"Q 20174",1
"Q 20175",2
"Q 20176",1
"Q 20177",2
"Q 20178",2
"Q 20179",1
"Q 20180",4
"Q 20181",3
"Q 20182",2
"Q 20183",1
"Q 20184",4
"Q 20185",5
"Q 20186",3
"Q 20187",5
"Q 20188",1
"Q 20189",3
"Q 20190",2
"Q 20191",1
"Q 20192",5
"Q 20193",4
"Q 20194",1
"Q 20195",3
"Q 20196",3
"Q 20197",2
"Q 20198",1
"Q 20199",3
"Q 20200",3
"Q 20201",3
"Q 20202",4
"Q 20203",2
"Q 20204",4
"Q 20205",1
"Q 20206",2
"Q 20207",1
"Q 20208",4
"Q 20209",3
"Q 20210",4
"Q 20211",2
"Q 20212",2
"Q 20213",1
"Q 20214",4
"Q 20215",4
"Q 20216",1
"Q 20217",1
"Q 20218",3
"Q 20219",2
"Q 20220",5
"Q 20221",5
"Q 20222",1
"Q 20223",1
"Q 20224",5
"Q 20225",1
"Q 20226",2
"Q 20227",1
"Q 20228",5
"Q 20229",2
"Q 20230",3
"Q 20231",1
"Q 20232",4
"Q 20233",5
"Q 20234",1
"Q 20235",2
"Q 20236",3
"Q 20237",4
"Q 20238",4
"Q 20239",2
"Q 20240",1
"Q 20241",5
"Q 20242",2
"Q 20243",1
"Q 20244",4
"Q 20245",2
"Q 20246",1
"Q 20247",5
"Q 20248",2
"Q 20249",4
"Q 20250",1
"Q 20251",1
"Q 20252",1
"Q 20253",5
"Q 20254",3
"Q 20255",1
"Q 20256",2
"Q 20257",1
"Q 20258",1
"Q 20259",1
"Q 20260",5
"Q 20261",3
"Q 20262",5
"Q 20263",5
"Q 20264",3
"Q 20265",2
"Q 20266",1
"Q 20267",3
"Q 20268",2
"Q 20269",2
"Q 20270",4
"Q 20271",2
"Q 20272",5
"Q 20273",4
"Q 20274",3
"Q 20275",5
"Q 20276",4
"Q 20277",5
"Q 20278",5
"Q 20279",5
"Q 20280",1
"Q 20281",5
"Q 20282",1
"Q 20283",5
"Q 20284",1
"Q 20285",4
"Q 20286",4
"Q 20287",5
"Q 20288",4
"Q 20289",2
"Q 20290",3
"Q 20291",2
"Q 20292",5
"Q 20293",3
"Q 20294",5
"Q 20295",4
"Q 20296",2
"Q 20297",1
"Q 20298",1
"Q 20299",1
"Q 20300",1
"Q 20301",1
"Q 20302",5
"Q 20303",3
"Q 20304",4
"Q 20305",3
"Q 20306",5
"Q 20307",4
"Q 20308",3
"Q 20309",1
"Q 20310",5
"Q 20311",5
"Q 20312",5
"Q 20313",5
"Q 20314",5
"Q 20315",1
"Q 20316",3
"Q 20317",3
"Q 20318",3
"Q 20319",1
"Q 20320",3
"Q 20321",2
"Q 20322",2
"Q 20323",3
"Q 20324",1
"Q 20325",4
"Q 20326",4
"Q 20327",1
"Q 20328",2
"Q 20329",5
"Q 20330",3
"Q 20331",2
"Q 20332",2
"Q 20333",2
"Q 20334",3
"Q 20335",5
"Q 20336",5
"Q 20337",2
"Q 20338",3
"Q 20339",1
"Q 20340",5
"Q 20341",2
"Q 20342",2
"Q 20343",2
"Q 20344",1
"Q 20345",4
"Q 20346",3
"Q 20347",5
"Q 20348",3
"Q 20349",2
"Q 20350",1
"Q 20351",4
"Q 20352",2
"Q 20353",3
"Q 20354",2
"Q 20355",2
"Q 20356",5
"Q 20357",4
"Q 20358",1
"Q 20359",2
"Q 20360",1
"Q 20361",3
"Q 20362",1
"Q 20363",1
"Q 20364",1
"Q 20365",2
"Q 20366",3
"Q 20367",1
"Q 20368",1
"Q 20369",1
"Q 20370",4
"Q 20371",2
"Q 20372",4
"Q 20373",4
"Q 20374",4
"Q 20375",1
"Q 20376",3
"Q 20377",3
"Q 20378",3
"Q 20379",1
"Q 20380",2
"Q 20381",4
"Q 20382",1
"Q 20383",5
"Q 20384",1
"Q 20385",3
"Q 20386",4
"Q 20387",5
"Q 20388",1
"Q 20389",4
"Q 20390",2
"Q 20391",1
"Q 20392",5
"Q 20393",4
"Q 20394",4
"Q 20395",5
"Q 20396",3
"Q 20397",1
"Q 20398",3
"Q 20399",1
"Q 20400",1
"Q 20401",3
"Q 20402",3
"Q 20403",1
"Q 20404",4
"Q 20405",1
"Q 20406",1
"Q 20407",5
"Q 20408",2
"Q 20409",4
"Q 20410",1
"Q 20411",4
"Q 20412",2
"Q 20413",2
"Q 20414",4
"Q 20415",4
"Q 20416",3
"Q 20417",5
"Q 20418",1
"Q 20419",2
"Q 20420",4
"Q 20421",5
"Q 20422",1
"Q 20423",4
"Q 20424",3
"Q 20425",2
"Q 20426",1
"Q 20427",3
"Q 20428",4
"Q 20429",3
"Q 20430",1
"Q 20431",4
"Q 20432",4
"Q 20433",1
"Q 20434",5
"Q 20435",2
"Q 20436",4
"Q 20437",5
"Q 20438",5
"Q 20439",5
"Q 20440",3
"Q 20441",1
"Q 20442",3
"Q 20443",2
"Q 20444",4
"Q 20445",1
"Q 20446",1
"Q 20447",5
"Q 20448",2
"Q 20449",2
"Q 20450",5
"Q 20451",4
"Q 20452",4
"Q 20453",4
"Q 20454",3
"Q 20455",3
"Q 20456",1
"Q 20457",2
"Q 20458",2
"Q 20459",4
"Q 20460",4
"Q 20461",2
"Q 20462",2
"Q 20463",2
"Q 20464",3
"Q 20465",5
"Q 20466",5
"Q 20467",1
"Q 20468",1
"Q 20469",4
"Q 20470",3
"Q 20471",1
"Q 20472",3
"Q 20473",2
"Q 20474",2
"Q 20475",4
"Q 20476",2
"Q 20477",1
"Q 20478",5
"Q 20479",1
"Q 20480",4
"Q 20481",2
"Q 20482",1
"Q 20483",2
"Q 20484",3
"Q 20485",2
"Q 20486",5
"Q 20487",3
"Q 20488",4
"Q 20489",1
"Q 20490",3
"Q 20491",1
"Q 20492",1
"Q 20493",4
"Q 20494",1
"Q 20495",2
"Q 20496",5
"Q 20497",1
"Q 20498",5
"Q 20499",2
"Q 20500",4
"Q 20501",5
"Q 20502",4
"Q 20503",4
"Q 20504",2
"Q 20505",2
"Q 20506",2
"Q 20507",3
"Q 20508",1
"Q 20509",3
"Q 20510",3
"Q 20511",4
"Q 20512",2
"Q 20513",3
"Q 20514",2
"Q 20515",4
"Q 20516",4
"Q 20517",3
"Q 20518",2
"Q 20519",3
"Q 20520",3
"Q 20521",2
"Q 20522",4
"Q 20523",1
"Q 20524",1
"Q 20525",5
"Q 20526",5
"Q 20527",1
"Q 20528",4
"Q 20529",1
"Q 20530",1
"Q 20531",3
"Q 20532",5
"Q 20533",2
"Q 20534",1
"Q 20535",1
"Q 20536",5
"Q 20537",4
"Q 20538",1
"Q 20539",1
"Q 20540",4
"Q 20541",4
"Q 20542",3
"Q 20543",3
"Q 20544",2
"Q 20545",4
"Q 20546",1
"Q 20547",3
"Q 20548",4
"Q 20549",1
"Q 20550",3
"Q 20551",3
"Q 20552",1
"Q 20553",3
"Q 20554",4
"Q 20555",3
"Q 20556",3
"Q 20557",3
"Q 20558",3
"Q 20559",2
"Q 20560",4
"Q 20561",2
"Q 20562",5
"Q 20563",3
"Q 20564",3
"Q 20565",2
"Q 20566",3
"Q 20567",1
"Q 20568",4
"Q 20569",4
"Q 20570",5
"Q 20571",1
"Q 20572",5
"Q 20573",2
"Q 20574",2
"Q 20575",1
"Q 20576",5
"Q 20577",3
"Q 20578",2
"Q 20579",1
"Q 20580",5
"Q 20581",2
"Q 20582",3
"Q 20583",5
"Q 20584",2
"Q 20585",3
"Q 20586",1
"Q 20587",4
"Q 20588",4
"Q 20589",3
"Q 20590",3
"Q 20591",2
"Q 20592",2
"Q 20593",4
"Q 20594",3
"Q 20595",1
"Q 20596",1
"Q 20597",4
"Q 20598",5
"Q 20599",3
"Q 20600",4
"Q 20601",2
"Q 20602",4
"Q 20603",2
"Q 20604",4
"Q 20605",3
"Q 20606",1
"Q 20607",1
"Q 20608",5
"Q 20609",3
"Q 20610",1
"Q 20611",4
"Q 20612",2
"Q 20613",4
"Q 20614",4
"Q 20615",5
"Q 20616",1
"Q 20617",3
"Q 20618",5
"Q 20619",4
"Q 20620",3
"Q 20621",4
"Q 20622",4
"Q 20623",1
"Q 20624",1
"Q 20625",4
"Q 20626",3
"Q 20627",2
"Q 20628",5
"Q 20629",5
"Q 20630",5
"Q 20631",2
"Q 20632",2
"Q 20633",5
"Q 20634",5
"Q 20635",2
"Q 20636",2
"Q 20637",3
"Q 20638",2
"Q 20639",5
"Q 20640",5
"Q 20641",4
"Q 20642",5
"Q 20643",4
"Q 20644",1
"Q 20645",2
"Q 20646",3
"Q 20647",4
"Q 20648",1
"Q 20649",5
"Q 20650",4
"Q 20651",1
"Q 20652",1
"Q 20653",4
"Q 20654",5
"Q 20655",3
"Q 20656",3
"Q 20657",3
"Q 20658",3
"Q 20659",2
"Q 20660",2
"Q 20661",3
"Q 20662",2
"Q 20663",4
"Q 20664",2
"Q 20665",3
"Q 20666",2
"Q 20667",3
"Q 20668",2
"Q 20669",4
"Q 20670",2
"Q 20671",1
"Q 20672",2
"Q 20673",1
"Q 20674",3
"Q 20675",1
"Q 20676",3
"Q 20677",4
"Q 20678",3
"Q 20679",2
"Q 20680",2
"Q 20681",3
"Q 20682",2
"Q 20683",3
"Q 20684",3
"Q 20685",3
"Q 20686",4
"Q 20687",5
"Q 20688",4
"Q 20689",1
"Q 20690",2
"Q 20691",5
"Q 20692",4
"Q 20693",5
"Q 20694",2
"Q 20695",2
"Q 20696",5
"Q 20697",1
"Q 20698",5
"Q 20699",5
"Q 20700",3
"Q 20701",5
"Q 20702",3
"Q 20703",4
"Q 20704",2
"Q 20705",2
"Q 20706",1
"Q 20707",5
"Q 20708",3
"Q 20709",2
"Q 20710",2
"Q 20711",2
"Q 20712",5
"Q 20713",2
"Q 20714",2
"Q 20715",4
"Q 20716",3
"Q 20717",2
"Q 20718",5
"Q 20719",5
"Q 20720",2
"Q 20721",3
"Q 20722",1
"Q 20723",2
"Q 20724",5
"Q 20725",3
"Q 20726",1
"Q 20727",2
"Q 20728",2
"Q 20729",4
"Q 20730",4
"Q 20731",1
"Q 20732",2
"Q 20733",4
"Q 20734",2
"Q 20735",1
"Q 20736",1
"Q 20737",3
"Q 20738",4
"Q 20739",3
"Q 20740",1
"Q 20741",3
"Q 20742",5
"Q 20743",1
"Q 20744",2
"Q 20745",1
"Q 20746",5
"Q 20747",2
"Q 20748",4
"Q 20749",4
"Q 20750",3
"Q 20751",1
"Q 20752",3
"Q 20753",1
"Q 20754",4
"Q 20755",1
"Q 20756",2
"Q 20757",5
"Q 20758",4
"Q 20759",3
"Q 20760",4
"Q 20761",2
"Q 20762",3
"Q 20763",4
"Q 20764",3
"Q 20765",5
"Q 20766",2
"Q 20767",4
"Q 20768",5
"Q 20769",5
"Q 20770",4
"Q 20771",3
"Q 20772",1
"Q 20773",4
"Q 20774",5
"Q 20775",3
"Q 20776",4
"Q 20777",5
"Q 20778",2
"Q 20779",5
"Q 20780",3
"Q 20781",1
"Q 20782",4
"Q 20783",3
"Q 20784",4
"Q 20785",1
"Q 20786",1
"Q 20787",3
"Q 20788",4
"Q 20789",3
"Q 20790",2
"Q 20791",2
"Q 20792",4
"Q 20793",3
"Q 20794",5
"Q 20795",3
"Q 20796",4
"Q 20797",4
"Q 20798",1
"Q 20799",2
"Q 20800",2
"Q 20801",1
"Q 20802",5
"Q 20803",4
"Q 20804",4
"Q 20805",4
"Q 20806",2
"Q 20807",5
"Q 20808",4
"Q 20809",5
"Q 20810",2
"Q 20811",5
"Q 20812",1
"Q 20813",5
"Q 20814",3
"Q 20815",3
"Q 20816",4
"Q 20817",2
"Q 20818",5
"Q 20819",1
"Q 20820",5
"Q 20821",1
"Q 20822",1
"Q 20823",5
"Q 20824",1
"Q 20825",1
"Q 20826",2
"Q 20827",2
"Q 20828",1
"Q 20829",4
"Q 20830",1
"Q 20831",2
"Q 20832",1
"Q 20833",5
"Q 20834",3
"Q 20835",2
"Q 20836",3
"Q 20837",4
"Q 20838",4
"Q 20839",3
"Q 20840",4
"Q 20841",2
"Q 20842",1
"Q 20843",1
"Q 20844",2
"Q 20845",3
"Q 20846",1
"Q 20847",3
"Q 20848",2
"Q 20849",4
"Q 20850",2
"Q 20851",1
"Q 20852",2
"Q 20853",3
"Q 20854",1
"Q 20855",4
"Q 20856",5
"Q 20857",2
"Q 20858",2
"Q 20859",5
"Q 20860",3
"Q 20861",1
"Q 20862",2
"Q 20863",2
"Q 20864",5
"Q 20865",5
"Q 20866",2
"Q 20867",2
"Q 20868",2
"Q 20869",1
"Q 20870",1
"Q 20871",1
"Q 20872",1
"Q 20873",4
"Q 20874",4
"Q 20875",4
"Q 20876",3
"Q 20877",1
"Q 20878",3
"Q 20879",3
"Q 20880",4
"Q 20881",3
"Q 20882",4
"Q 20883",1
"Q 20884",5
"Q 20885",5
"Q 20886",1
"Q 20887",5
"Q 20888",3
"Q 20889",2
"Q 20890",4
"Q 20891",1
"Q 20892",3
"Q 20893",4
"Q 20894",1
"Q 20895",5
"Q 20896",5
"Q 20897",1
"Q 20898",2
"Q 20899",4
"Q 20900",2
"Q 20901",1
"Q 20902",2
"Q 20903",4
"Q 20904",2
"Q 20905",3
"Q 20906",5
"Q 20907",1
"Q 20908",5
"Q 20909",4
"Q 20910",1
"Q 20911",4
"Q 20912",2
"Q 20913",2
"Q 20914",5
"Q 20915",3
"Q 20916",1
"Q 20917",4
"Q 20918",1
"Q 20919",2
"Q 20920",1
"Q 20921",2
"Q 20922",1
"Q 20923",2
"Q 20924",2
"Q 20925",1
"Q 20926",4
"Q 20927",3
"Q 20928",1
"Q 20929",3
"Q 20930",5
"Q 20931",5
"Q 20932",1
"Q 20933",5
"Q 20934",2
"Q 20935",2
"Q 20936",2
"Q 20937",4
"Q 20938",4
"Q 20939",1
"Q 20940",4
"Q 20941",5
"Q 20942",4
"Q 20943",1
"Q 20944",2
"Q 20945",3
"Q 20946",2
"Q 20947",4
"Q 20948",4
"Q 20949",3
"Q 20950",1
"Q 20951",1
"Q 20952",5
"Q 20953",5
"Q 20954",1
"Q 20955",4
"Q 20956",5
"Q 20957",1
"Q 20958",2
"Q 20959",1
"Q 20960",3
